"CustomerID","Age","PlanType","MonthlyBill","HoursWatched_Last30d","SignupDate","CustomerCode","LastSupportTicket"
"31-RBY","47","Basico","18.12","45.9","1/27/2021","31-RBY","Solicitud de cancelaciÃ³n de servicio. Problema resuelto en primera instancia."
"81-SNB","67","premium","68.65","113.6","30-Sep-24","81-SNB","CONSULTA TECNICA GENERAL"
"36-AGL","55","estandar","25.31","88.5","5/16/2024","36-AGL","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"97-KBF","84","Basico","10.51","22.2","11/7/2022","97-KBF","Problema con reproducciÃ³n de video. El problema persiste desde hace varios dÃ­as."
"7-IVL","32","Basico","17.34","12.3","4/11/2025","7-IVL","Solicitud de cancelaciÃ³n de servicio. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"66-EJT","66","premium","","81.8","5/28/2021","66-EJT","SOLICITUD DE CANCELACIÃ“N DE SERVICIO. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"9-QJR","80","Estandar","34.11","38.7","9/13/2022","9-QJR","Solicitud de cancelaciÃ³n de servicio. El cliente reporta intermitencia en el servicio."
"122-QOK","65","Estandar","","92.8","10/18/2022","122-QOK","Error en la aplicacion movil"
"58-QDQ","60","Basico","","11.5","1/19/2022","58-QDQ","OK"
"66-ZAV","55","Premium","51.33","108.2","4/11/2025","66-ZAV","ERROR EN SISTEMA DE RECOMENDACIONES. Se requiere seguimiento urgente."
"106-BLH","63","Basico","13.59","49.0","3/26/2022","106-BLH","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"54-VNU","44","Estandar","30.15","45.0","3/25/2021","54-VNU","Consulta sobre facturacion. El cliente reporta intermitencia en el servicio."
"128-ZQT","27","Estandar","","91.5","5/31/2021","128-ZQT","Error en sistema de recomendaciones. Se requiere seguimiento urgente."
"62-IUZ","44","Basico","19.71","37.7","5/24/2023","62-IUZ","Problema con subtÃ­tulos. El problema persiste desde hace varios dÃ­as."
"114-UFV","88","Prem","57.34","189.1","2/9/2022","114-UFV","OK"
"107-NDM","54","Premium","55.39","134.5","12/14/2024","107-NDM","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"110-AEB","61","Estandar","30.81","59.6","3/4/2025","110-AEB","CONSULTA TECNICA GENERAL. El problema persiste desde hace varios dÃ­as."
"27-ZBT","41","Basico","14.08","28.0","3/17/2021","27-ZBT","Error en sistema de recomendaciones"
"130-CXP","85","Basico","13.78","27.5","1/14/2023","130-CXP","OK"
"130-VLI","52","Basico","11.42","42.6","8-Oct-21","130-VLI","Problema de conexion a internet"
"42-DHL","55","Premium","77.52","198.7","8/30/2021","42-DHL","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"10-YOU","55","Basico","10.25","18.1","9/8/2022","10-YOU","Error en sistema de recomendaciones. El cliente reporta intermitencia en el servicio."
"30-LLG","36","Premium","71.94","94.0","27-Nov-23","30-LLG","Problema de conexion a internet. El problema persiste desde hace varios dÃ­as."
"18-SIY","97","Basico","17.93","22.7","3/3/2021","18-SIY","Problema con reproducciÃ³n de video. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"50-GDV","62","estandar","27.97","91.3","29-Dec-22","50-GDV","PROBLEMA DE CONEXION A INTERNET. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"9-KGJ","13","Estandar","32.25","76.0","17-Nov-24","9-KGJ","Problema de conexion a internet. Problema resuelto en primera instancia."
"123-HFZ","71","Premium","62.58","133.7","7/2/2024","123-HFZ","ERROR EN LA APLICACION MOVIL"
"101-SUM","41","Premium","62.35","108.2","4/4/2024","101-SUM","Problema de conexion a internet. El problema persiste desde hace varios dÃ­as."
"100-VLG","33","Basico","12.18","35.5","8/19/2025","100-VLG","PROBLEMA CON SUBTÃTULOS"
"28-YPI","65","Estandar","","80.6","5/22/2021","28-YPI","OK"
"53-JFE","90","Estandar","28.43","86.1","10/17/2023","53-JFE","Problema de conexion a internet. El cliente reporta intermitencia en el servicio."
"128-KME","36","Basico","17.71","19.9","5/12/2024","128-KME","problema con subtÃ­tulos"
"18-NST","40","Basico","15.41","46.8","5/9/2025","18-NST","PROBLEMA CON SUBTÃTULOS"
"5-HLC","101","PREM","61.29","131.5","08/22/2024","5-HLC","CONSULTA TECNICA GENERAL. Problema resuelto en primera instancia."
"4-ZSY","84","estandar","31.77","70.5","10/1/2025","4-ZSY","Problema de conexion a internet. El problema persiste desde hace varios dÃ­as."
"21-CEW","44","Estandar","27.11","73.2","3/27/2023","21-CEW","queja sobre atencion al cliente. Cliente insatisfecho con la respuesta anterior."
"38-ARP","29","Premium","56.27","147.5","2/24/2023","38-ARP","Consulta sobre contenido disponible. Cliente insatisfecho con la respuesta anterior."
"20-XLC","78","Basico","","30.8","3/17/2025","20-XLC","error en sistema de recomendaciones"
"124-DWK","45","Basico","","49.8","7-Nov-21","124-DWK","Solicitud de cancelaciÃ³n de servicio. Problema resuelto en primera instancia."
"52-UYJ","19","Estandar","28.15","53.1","9/13/2021","52-UYJ","CONSULTA SOBRE FACTURACIÃ“N"
"45-DBZ","49","Basico","16.93","31.5","1/13/2024","45-DBZ","queja sobre atencion al cliente. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"3-YHV","52","Premium","59.16","154.9","18-Aug-23","3-YHV","Consulta tecnica general. Se requiere seguimiento urgente."
"45-GCU","43","Estandar","29.94","84.0","7/27/2022","45-GCU","Queja sobre atencion al cliente. Se requiere seguimiento urgente."
"37-DMA","82","Basico","11.36","42.3","7/3/2023","37-DMA","Consulta sobre contenido disponible. Cliente insatisfecho con la respuesta anterior."
"121-JVI","100","Basico","12.13","16.6","3-May-22","121-JVI","Consulta sobre facturacion. El problema persiste desde hace varios dÃ­as."
"111-QEW","56","Premium","60.37","130.9","6/6/2022","111-QEW","OK"
"113-JFP","79","Basico","19.15","30.1","10/25/2025","113-JFP","Problema con reproducciÃ³n de video. Problema resuelto en primera instancia."
"14-ZVW","39","premium","68.96","138.8","3/27/2023","14-ZVW","consulta tecnica general. Problema resuelto en primera instancia."
"33-CVD","124","Basico","13.13","44.3","1/5/2024","33-CVD","Problema de conexion a internet. Problema resuelto en primera instancia."
"43-XPY","44","Estandar","31.04","88.6","2/18/2022","43-XPY","OK"
"113-BPR","16","Basico","18.41","47.6","2/22/2024","113-BPR","OK"
"118-CXE","28","Basico","16.26","10.8","12/9/2024","118-CXE","Problema de conexion a internet"
"48-TTI","50","Basico","12.78","32.6","7/27/2023","48-TTI","PROBLEMA DE CONEXION A INTERNET. El problema persiste desde hace varios dÃ­as."
"23-MPJ","99","Estandar","34.46","88.2","6-Sep-25","23-MPJ","Queja sobre atencion al cliente. Problema resuelto en primera instancia."
"73-FSN","63","Premium","52.71","172.8","6/10/2024","73-FSN","SOLICITUD DE CANCELACIÃ“N DE SERVICIO. Problema resuelto en primera instancia."
"119-PJJ","78","Estandar","","79.1","5/11/2022","119-PJJ","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO. El problema persiste desde hace varios dÃ­as."
"91-HME","47","Basico","14.55","33.0","6/14/2023","91-HME","Error en sistema de recomendaciones. El problema persiste desde hace varios dÃ­as."
"10-ZWT","77","premium","62.62","172.9","8/26/2022","10-ZWT","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO. El problema persiste desde hace varios dÃ­as."
"50-YOD","43","Estandar","25.8","36.3","6/11/2021","50-YOD","consulta sobre contenido disponible. Se requiere seguimiento urgente."
"78-CGF","58","Basico","16.84","43.8","10/16/2023","78-CGF","Consulta sobre facturacion"
"96-VST","41","Basico","","40.5","2/20/2025","96-VST","Consulta sobre contenido disponible"
"18-JRZ","46","Basico","11.77","19.4","11/10/2023","18-JRZ","Problema con reproducciÃ³n de video"
"48-BHC","10","Basico","11.5","22.4","7-Feb-22","48-BHC","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO"
"27-MCR","131","Basico","18.03","10.5","2/6/2024","27-MCR","Consulta tecnica general. Problema resuelto en primera instancia."
"77-LTD","137","Premium","65.05","173.7","11/23/2021","77-LTD","consulta tecnica general. Cliente insatisfecho con la respuesta anterior."
"20-DIY","20","Estandar","37.18","80.9","5/4/2023","20-DIY","ERROR EN SISTEMA DE RECOMENDACIONES. Cliente insatisfecho con la respuesta anterior."
"94-GIH","50","Premium","55.35","122.8","10/16/2025","94-GIH","Solicitud de cancelaciÃ³n de servicio. El cliente reporta intermitencia en el servicio."
"44-CCS","47","Estandar","29.11","98.0","1/9/2022","44-CCS","consulta tecnica general. El cliente reporta intermitencia en el servicio."
"25-JZC","50","premium","62.67","82.7","9/13/2021","25-JZC","Error en la aplicacion movil. Se requiere seguimiento urgente."
"62-SBO","99","Basico","12.74","37.6","11/5/2024","62-SBO","Problema con reproducciÃ³n de video"
"4-URH","51","Basico","16.34","13.9","8/17/2024","4-URH","CONSULTA SOBRE CONTENIDO DISPONIBLE"
"117-PQI","23","Basico","10.12","23.6","12-Dec-23","117-PQI","Consulta sobre facturacion. Problema resuelto en primera instancia."
"103-AWZ","64","Estandar","30.17","44.5","12/2/2022","103-AWZ","Solicitud de cancelaciÃ³n de servicio. Se requiere seguimiento urgente."
"90-OKT","32","estandar","36.15","99.3","14-Oct-23","90-OKT","Consulta sobre facturacion. Cliente insatisfecho con la respuesta anterior."
"74-EEU","31","estandar","31.12","82.6","18-Jul-23","74-EEU","Solicitud de cancelaciÃ³n de servicio. Problema resuelto en primera instancia."
"81-NNF","27","Basico","12.85","47.0","3-Jan-25","81-NNF","consulta sobre facturacion"
"25-JQZ","68","Basico","16.18","15.5","5/31/2022","25-JQZ","Error en la aplicacion movil"
"120-RYA","30","Estandar","30.83","65.8","21-Oct-24","120-RYA","Consulta sobre facturacion. Cliente insatisfecho con la respuesta anterior."
"82-DBA","61","Estandar","35.25","61.1","7/13/2024","82-DBA","error en sistema de recomendaciones"
"40-GSB","48","estandar","31.09","66.4","3-Apr-23","40-GSB","Error en la aplicacion movil"
"6-LVB","57","Premium","71.74","84.8","8/25/2023","6-LVB","Consulta tecnica general"
"28-SJR","91","Basico","14.82","20.6","1/15/2024","28-SJR","Error en la aplicacion movil"
"113-ILG","51","Basico","","15.6","12/18/2022","113-ILG","Problema de conexion a internet"
"78-MLH","25","estandar","27.19","50.5","9/26/2023","78-MLH","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"93-STZ","59","Basico","11.69","23.8","1/5/2025","93-STZ","Consulta tecnica general"
"123-EXA","46","premium","59.27","106.9","4/30/2024","123-EXA","Error en la aplicacion movil. Problema resuelto en primera instancia."
"58-TJA","40","Estandar","32.6","49.0","21-Nov-22","58-TJA","Consulta tecnica general. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"46-RQG","42","Estandar","25.59","72.6","10/17/2022","46-RQG","Problema de conexion a internet"
"53-FPP","56","Basico","17.8","22.8","5/2/2022","53-FPP","OK"
"55-PHA","13","Basico","17.19","27.7","4/14/2022","55-PHA","Queja sobre atencion al cliente. Cliente insatisfecho con la respuesta anterior."
"45-IMH","36","Estandar","32.97","53.9","2/1/2022","45-IMH","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"130-MEB","62","Basico","19.24","27.7","4/24/2022","130-MEB","CONSULTA SOBRE FACTURACIÃ“N. Se requiere seguimiento urgente."
"81-TMR","46","premium","70.15","118.9","10/23/2024","81-TMR","Consulta sobre facturacion. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"106-UHY","55","Basico","13.03","15.8","1/7/2024","106-UHY","OK"
"103-BKQ","51","Basico","12.73","42.7","10/2/2024","103-BKQ","SOLICITUD DE CANCELACIÃ“N DE SERVICIO. El problema persiste desde hace varios dÃ­as."
"51-UQL","55","Basico","","16.4","11/1/2021","51-UQL","Queja sobre atencion al cliente. Problema resuelto en primera instancia."
"124-GZP","58","Basico","","23.7","11/15/2022","124-GZP","OK"
"105-VWP","72","Estandar","31.56","52.9","10/28/2022","105-VWP","Solicitud de cancelaciÃ³n de servicio"
"80-YJU","31","estandar","29.81","45.9","11/10/2023","80-YJU","OK"
"30-QLU","18","Estandar","25.89","99.3","10/18/2023","30-QLU","Problema con subtÃ­tulos"
"72-OQT","111","Estandar","36.7","67.2","5/30/2021","72-OQT","Error en la aplicacion movil"
"110-VMX","19","Prem","59.9","101.8","8/30/2022","110-VMX","Consulta tecnica general"
"75-AVA","30","Basico","12.58","18.9","2/8/2022","75-AVA","Consulta tecnica general"
"39-EDI","62","Basico","19.43","11.6","3/5/2025","39-EDI","Error en la aplicacion movil. Se requiere seguimiento urgente."
"69-GXU","51","Basico","19.43","14.9","10/14/2023","69-GXU","Problema de conexion a internet. Se requiere seguimiento urgente."
"31-CEX","26","Estandar","","83.0","19-Mar-25","31-CEX","Queja sobre atencion al cliente. Se requiere seguimiento urgente."
"92-MNY","39","Basico","14.19","48.5","4/30/2025","92-MNY","Solicitud de cancelaciÃ³n de servicio"
"21-QVW","65","Basico","17.29","45.9","8/20/2025","21-QVW","PROBLEMA DE CONEXION A INTERNET. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"9-BUW","59","Estandar","31.21","41.0","12/2/2024","9-BUW","Consulta tecnica general"
"28-UAF","40","Basico","18.4","34.9","9/23/2025","28-UAF","CONSULTA SOBRE CONTENIDO DISPONIBLE. Problema resuelto en primera instancia."
"11-OTS","83","Basico","","23.9","8/21/2024","11-OTS","ERROR EN LA APLICACION MOVIL. Cliente insatisfecho con la respuesta anterior."
"34-WVA","43","Basico","12.56","22.9","11/11/2022","34-WVA","queja sobre atencion al cliente. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"33-UDR","44","estandar","29.22","73.1","6/27/2024","33-UDR","Consulta sobre facturacion"
"68-TDK","28","Estandar","39.01","32.4","5/28/2021","68-TDK","OK"
"60-EIO","74","Estandar","34.42","87.2","8/26/2022","60-EIO","Problema de conexion a internet. Problema resuelto en primera instancia."
"86-IXG","42","Premium","66.46","159.6","21-Feb-22","86-IXG","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"32-CZV","71","Basico","11.25","23.9","5/9/2023","32-CZV","Error en la aplicacion movil. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"56-UFT","29","Estandar","33.43","67.1","16-Aug-25","56-UFT","Consulta sobre contenido disponible"
"42-QWF","14","premium","66.21","194.6","6-Jul-23","42-QWF","SOLICITUD DE CANCELACIÃ“N DE SERVICIO"
"107-XMD","18","premium","","110.2","10/9/2022","107-XMD","OK"
"105-DME","44","PREM","79.34","126.9","12/29/2024","105-DME","Problema con subtÃ­tulos. Se requiere seguimiento urgente."
"102-DTY","33","Basico","16.71","40.4","10/29/2025","102-DTY","consulta tecnica general"
"76-VOP","51","Basico","17.53","38.8","12/24/2020","76-VOP","Problema con reproducciÃ³n de video. Cliente insatisfecho con la respuesta anterior."
"124-TFC","21","Prem","67.96","123.5","5-Jan-21","124-TFC","Error en sistema de recomendaciones. Problema resuelto en primera instancia."
"70-XQI","46","Estandar","30.34","30.9","21-Nov-21","70-XQI","Problema de conexion a internet. El problema persiste desde hace varios dÃ­as."
"124-OVJ","69","Estandar","30.73","72.1","30-Jul-22","124-OVJ","error en la aplicacion movil"
"107-VSB","60","Estandar","31.9","90.4","5-Sep-25","107-VSB","problema con subtÃ­tulos. El cliente reporta intermitencia en el servicio."
"74-XUS","36","Premium","74.54","121.3","6/29/2024","74-XUS","Problema con reproducciÃ³n de video"
"82-TTU","60","Basico","10.88","24.1","11/14/2022","82-TTU","OK"
"103-IME","95","Basico","17.06","24.0","5/15/2021","103-IME","Consulta sobre contenido disponible. El cliente reporta intermitencia en el servicio."
"129-SOT","47","Estandar","35.42","43.9","5/19/2025","129-SOT","problema con subtÃ­tulos. El problema persiste desde hace varios dÃ­as."
"26-VTW","29","Estandar","39.55","52.7","8/17/2024","26-VTW","OK"
"57-VZG","20","Basico","12.15","10.5","9/7/2024","57-VZG","Queja sobre atencion al cliente. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"102-QXZ","62","estandar","39.72","86.2","5/30/2024","102-QXZ","OK"
"34-IVS","16","Estandar","26.44","94.2","1/16/2023","34-IVS","Consulta tecnica general"
"57-MOB","65","Estandar","31.53","96.7","12/5/2024","57-MOB","error en sistema de recomendaciones. Problema resuelto en primera instancia."
"16-YHG","103","Premium","","151.7","6/22/2023","16-YHG","Consulta sobre facturacion. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"59-OWY","48","Basico","16.8","22.6","7/11/2025","59-OWY","Problema con reproducciÃ³n de video. El cliente reporta intermitencia en el servicio."
"41-TGP","72","estandar","27.71","75.5","2/11/2023","41-TGP","CONSULTA SOBRE CONTENIDO DISPONIBLE"
"99-UJM","100","Premium","59.33","101.3","23-Jun-23","99-UJM","ERROR EN SISTEMA DE RECOMENDACIONES. Se requiere seguimiento urgente."
"20-ITN","129","Basico","19.81","12.4","10/18/2023","20-ITN","Problema con reproducciÃ³n de video. Cliente insatisfecho con la respuesta anterior."
"95-WYE","84","Estandar","28.27","54.2","12/30/2020","95-WYE","Consulta sobre facturacion"
"45-NVL","52","Estandar","38.31","85.6","19-Mar-25","45-NVL","solicitud de cancelaciÃ³n de servicio"
"25-MPZ","57","premium","77.85","145.8","9/16/2023","25-MPZ","error en la aplicacion movil. Se requiere seguimiento urgente."
"48-UBB","62","Prem","75.3","159.2","28-Aug-21","48-UBB","error en la aplicacion movil"
"100-TQH","50","Basico","12.92","35.1","8/16/2023","100-TQH","Error en la aplicacion movil. Cliente insatisfecho con la respuesta anterior."
"73-USN","46","Basico","13.06","33.5","9/8/2022","73-USN","Consulta sobre contenido disponible. El problema persiste desde hace varios dÃ­as."
"13-VRL","80","Estandar","32.62","77.7","21-Aug-25","13-VRL","OK"
"52-MOP","74","Basico","18.99","14.7","4/5/2024","52-MOP","Problema de conexion a internet. Se requiere seguimiento urgente."
"95-XKE","67","Estandar","28.86","94.6","1/27/2022","95-XKE","SOLICITUD DE CANCELACIÃ“N DE SERVICIO"
"2-KKH","65","premium","64.64","152.0","5/17/2022","2-KKH","Problema con reproducciÃ³n de video"
"29-EUB","45","Estandar","36.09","96.9","17-Nov-21","29-EUB","PROBLEMA CON SUBTÃTULOS. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"101-VWY","84","Estandar","26.9","99.7","4/5/2023","101-VWY","ERROR EN LA APLICACION MOVIL"
"17-GPL","23","Basico","10.4","47.3","3/8/2021","17-GPL","problema de conexion a internet. Se requiere seguimiento urgente."
"44-JFQ","37","Basico","12.91","12.5","11/9/2024","44-JFQ","OK"
"62-PHE","100","Estandar","26.66","34.6","12/26/2022","62-PHE","Queja sobre atencion al cliente. El cliente reporta intermitencia en el servicio."
"59-AAB","18","Basico","18.56","40.5","9/9/2025","59-AAB","ERROR EN LA APLICACION MOVIL"
"98-HQL","87","estandar","34.18","54.2","4/27/2022","98-HQL","Consulta sobre facturacion. El problema persiste desde hace varios dÃ­as."
"99-ZWJ","28","Basico","11.43","28.4","26-Nov-21","99-ZWJ","problema de conexion a internet"
"106-LLY","62","Basico","16.64","15.3","12/1/2022","106-LLY","Problema de conexion a internet"
"93-XOT","55","Basico","12.13","15.7","4/12/2025","93-XOT","Error en sistema de recomendaciones"
"55-IXR","42","premium","78.29","82.9","9/24/2024","55-IXR","CONSULTA SOBRE FACTURACIÃ“N"
"102-OUD","38","Basico","17.37","40.5","2/28/2023","102-OUD","Queja sobre atencion al cliente. El cliente reporta intermitencia en el servicio."
"2-XWI","27","Basico","13.56","39.7","9/10/2024","2-XWI","Error en la aplicacion movil. Cliente insatisfecho con la respuesta anterior."
"74-HUE","25","Premium","53.54","189.2","8/4/2023","74-HUE","Consulta tecnica general. Se requiere seguimiento urgente."
"37-XCB","33","Premium","64.3","172.1","8/8/2022","37-XCB","Consulta sobre contenido disponible. El cliente reporta intermitencia en el servicio."
"88-XZX","45","Basico","","22.0","6-Sep-23","88-XZX","Error en la aplicacion movil"
"21-JZM","13","Estandar","39.87","55.6","6/21/2024","21-JZM","Solicitud de cancelaciÃ³n de servicio. El problema persiste desde hace varios dÃ­as."
"61-SGZ","78","Basico","19.94","36.3","3/11/2022","61-SGZ","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"4-HFM","77","Basico","12.69","25.0","31-Oct-23","4-HFM","Problema con subtÃ­tulos"
"125-HCL","94","Estandar","38.69","90.3","4/2/2025","125-HCL","OK"
"60-UWA","80","Basico","18.69","34.7","1/5/2025","60-UWA","Error en sistema de recomendaciones"
"35-FTC","29","Basico","10.03","41.7","7/31/2024","35-FTC","Error en la aplicacion movil. Se requiere seguimiento urgente."
"47-MTP","77","Premium","65.22","89.5","10/12/2024","47-MTP","consulta tecnica general. El cliente reporta intermitencia en el servicio."
"58-EQP","66","Estandar","29.27","59.9","4/7/2021","58-EQP","Problema de conexion a internet"
"16-BMX","46","Basico","14.29","37.0","11/15/2021","16-BMX","Error en la aplicacion movil"
"16-OSI","53","Basico","13.69","22.0","2/23/2023","16-OSI","PROBLEMA DE CONEXION A INTERNET. Problema resuelto en primera instancia."
"118-IUY","29","Basico","14.63","16.1","10/1/2021","118-IUY","Problema con subtÃ­tulos"
"38-KAU","140","Estandar","33.88","42.9","5/10/2025","38-KAU","ERROR EN SISTEMA DE RECOMENDACIONES. El cliente reporta intermitencia en el servicio."
"71-FMS","48","Basico","11.59","48.8","7/21/2025","71-FMS","ERROR EN LA APLICACION MOVIL. Cliente insatisfecho con la respuesta anterior."
"126-UKA","26","Basico","16.29","37.4","6/26/2023","126-UKA","QUEJA SOBRE ATENCIÃ“N AL CLIENTE. Problema resuelto en primera instancia."
"32-JZB","10","Basico","12.08","23.0","30-Jul-24","32-JZB","Consulta sobre contenido disponible. El problema persiste desde hace varios dÃ­as."
"84-SXZ","62","Estandar","38.66","79.6","6/21/2022","84-SXZ","Problema de conexion a internet. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"37-QCM","83","Estandar","39.36","48.6","5/15/2023","37-QCM","Problema de conexion a internet. El cliente reporta intermitencia en el servicio."
"0-IVM","40","Basico","13.19","49.4","1-Jul-22","0-IVM","Problema de conexion a internet"
"15-TFU","58","Basico","14.22","42.7","10/29/2025","15-TFU","PROBLEMA DE CONEXION A INTERNET. Problema resuelto en primera instancia."
"94-MXD","101","Estandar","33.9","83.1","14-Apr-25","94-MXD","ERROR EN SISTEMA DE RECOMENDACIONES"
"32-IAB","26","Basico","11.41","43.3","10/14/2023","32-IAB","Problema con subtÃ­tulos. El cliente reporta intermitencia en el servicio."
"10-WBS","46","Basico","","12.7","1/14/2025","10-WBS","Consulta sobre facturacion"
"105-IBK","62","Basico","17.89","37.8","25-Oct-22","105-IBK","problema de conexion a internet"
"6-BVF","117","Basico","12.32","16.1","1/3/2021","6-BVF","OK"
"74-MRS","23","Estandar","","71.3","9/19/2024","74-MRS","ERROR EN SISTEMA DE RECOMENDACIONES"
"42-KDA","36","Estandar","28.97","56.2","9/17/2023","42-KDA","Problema de conexion a internet. El problema persiste desde hace varios dÃ­as."
"115-APQ","25","Estandar","27.76","32.9","5/18/2021","115-APQ","PROBLEMA DE CONEXION A INTERNET. Problema resuelto en primera instancia."
"54-XVJ","52","Basico","15.66","45.4","6/22/2024","54-XVJ","Problema con reproducciÃ³n de video. El problema persiste desde hace varios dÃ­as."
"99-SLK","54","estandar","32.19","71.8","6/6/2021","99-SLK","PROBLEMA DE CONEXION A INTERNET. El cliente reporta intermitencia en el servicio."
"2-YYH","69","Basico","11.58","12.1","9/6/2024","2-YYH","OK"
"8-XHG","55","premium","74.01","104.6","4/27/2022","8-XHG","OK"
"60-LXS","39","Basico","","32.5","7/14/2025","60-LXS","OK"
"127-LME","23","Basico","16.56","48.4","12/22/2020","127-LME","Solicitud de cancelaciÃ³n de servicio. Problema resuelto en primera instancia."
"60-RVZ","90","Basico","18.56","32.4","12/12/2021","60-RVZ","Problema de conexion a internet. El cliente reporta intermitencia en el servicio."
"120-OJX","31","Estandar","29.8","74.8","8/10/2023","120-OJX","Problema con subtÃ­tulos"
"126-RKY","0","Basico","11.37","47.0","4/9/2022","126-RKY","consulta tecnica general. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"37-POV","104","Basico","11.39","42.7","25-Sep-24","37-POV","PROBLEMA CON SUBTÃTULOS. El cliente reporta intermitencia en el servicio."
"26-OGO","94","premium","70.51","174.5","2/23/2023","26-OGO","Consulta sobre contenido disponible"
"104-RZF","40","Estandar","35.4","82.7","11/15/2021","104-RZF","Consulta tecnica general"
"103-HFQ","113","PREM","50.48","115.5","9/22/2024","103-HFQ","ERROR EN LA APLICACION MOVIL. El cliente reporta intermitencia en el servicio."
"103-API","14","Basico","16.18","46.8","4/30/2022","103-API","OK"
"121-WJO","50","Basico","16.19","24.0","1/18/2022","121-WJO","OK"
"64-OCS","70","Estandar","31.81","82.4","7/14/2024","64-OCS","ERROR EN SISTEMA DE RECOMENDACIONES. Problema resuelto en primera instancia."
"105-CRP","36","Estandar","","65.4","7/2/2025","105-CRP","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"30-SMX","7","Basico","12.89","23.3","4/10/2025","30-SMX","ERROR EN LA APLICACION MOVIL. El cliente reporta intermitencia en el servicio."
"45-UBE","51","Basico","18.45","19.1","25-May-23","45-UBE","ERROR EN LA APLICACION MOVIL. Problema resuelto en primera instancia."
"6-LJS","22","Basico","16.93","35.4","4/17/2025","6-LJS","OK"
"22-GYJ","63","Basico","19.06","45.0","3/18/2025","22-GYJ","Error en la aplicacion movil. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"17-ZRP","53","Basico","","18.1","3/15/2024","17-ZRP","PROBLEMA CON SUBTÃTULOS. El cliente reporta intermitencia en el servicio."
"2-HVI","48","Basico","12.13","36.6","3/17/2023","2-HVI","ERROR EN LA APLICACION MOVIL. Problema resuelto en primera instancia."
"37-RWD","33","estandar","39.84","35.1","12/18/2024","37-RWD","Problema con subtÃ­tulos. El problema persiste desde hace varios dÃ­as."
"10-WUA","34","Estandar","30.85","72.5","1/10/2021","10-WUA","Consulta sobre facturacion. Cliente insatisfecho con la respuesta anterior."
"40-GNM","18","Basico","14.16","32.5","9-Dec-21","40-GNM","consulta sobre facturacion. El problema persiste desde hace varios dÃ­as."
"87-HNI","28","Basico","15.1","25.4","1-Jan-21","87-HNI","Queja sobre atencion al cliente"
"120-IRZ","48","Estandar","25.93","74.0","14-May-24","120-IRZ","Queja sobre atencion al cliente"
"89-ZEI","76","Estandar","33.96","76.9","10/31/2024","89-ZEI","Consulta sobre facturacion. Problema resuelto en primera instancia."
"82-FMN","38","Basico","12.9","19.9","7/15/2022","82-FMN","CONSULTA SOBRE CONTENIDO DISPONIBLE"
